id_unidad;blanco_y_nulo;FA;Otros;PLN;PLP;PNR;PSD;PUSC;votos;habilitados
00-5-01-05-4961;8;21;21;74;21;30;32;84;291;557
00-5-01-05-4962;6;34;16;81;12;45;28;70;292;557
00-5-01-05-4963;7;23;16;47;5;62;22;36;218;418
00-5-02-01-4964;7;26;24;111;35;38;61;80;382;610
00-5-02-01-4965;2;34;33;123;34;36;72;39;373;610
00-5-02-01-4966;2;27;34;118;29;37;86;68;401;610
00-5-02-01-4967;5;34;28;99;39;39;64;74;382;610
00-5-02-01-4968;3;33;30;92;19;48;70;64;359;610
00-5-02-01-4969;3;37;24;105;39;41;60;79;388;610
00-5-02-01-4970;3;33;24;106;38;48;62;77;391;610
00-5-02-01-4971;1;25;34;92;22;40;69;82;365;610
00-5-02-01-4972;9;29;34;81;34;44;60;52;343;610
00-5-02-01-4973;8;35;27;107;32;38;70;68;385;610
00-5-02-01-4974;4;25;18;90;29;56;81;76;379;610
00-5-02-01-4975;6;31;26;105;40;46;77;65;396;610
00-5-02-01-4976;5;27;21;100;32;46;59;81;371;610
00-5-02-01-4977;8;38;36;87;31;46;83;40;369;610
00-5-02-01-4978;5;9;20;83;6;46;9;40;218;408
00-5-02-01-4979;8;13;27;65;9;33;16;137;308;515
00-5-02-01-4980;5;4;22;38;3;44;22;51;189;405
00-5-02-01-4981;9;18;38;65;19;62;34;56;301;575
00-5-02-01-4982;10;25;44;89;20;57;40;58;343;575
00-5-02-01-4983;5;30;39;61;15;58;36;61;305;575
00-5-02-01-4984;10;32;32;57;15;47;29;44;266;575
00-5-02-01-4985;10;32;43;91;17;51;32;51;327;575
00-5-02-01-4986;9;21;30;63;17;47;21;78;286;575
00-5-02-01-4987;11;18;36;73;9;71;41;62;321;575
00-5-02-01-4988;7;29;36;49;10;46;32;60;269;575
00-5-02-01-4989;8;20;43;63;14;44;46;70;308;575
00-5-02-01-4991;7;10;16;59;6;28;28;47;201;428
00-5-02-01-4992;9;10;19;79;11;43;80;33;284;459
00-5-02-01-4993;5;24;27;52;7;54;69;31;269;460
00-5-02-01-4995;12;4;8;58;6;46;15;51;200;381
00-5-02-01-4996;1;1;3;21;0;7;4;25;62;104
00-5-02-01-4997;5;0;20;40;5;20;7;24;121;232
00-5-02-01-4998;14;8;25;68;3;43;16;93;270;440
00-5-02-01-4999;7;1;14;36;1;18;1;30;108;179
00-5-02-01-5000;9;20;22;50;11;48;44;51;255;517
00-5-02-01-5001;9;16;33;63;9;57;32;47;266;517
00-5-02-01-5002;2;28;23;82;16;31;46;42;270;468
00-5-02-01-5003;9;16;30;109;13;27;48;45;297;469
00-5-02-01-5004;0;1;10;10;0;4;1;1;27;58
00-5-02-01-5005;9;7;18;95;5;48;28;37;247;409
00-5-02-01-5006;4;11;23;57;10;28;16;33;182;354
00-5-02-01-5007;9;8;22;72;11;27;26;36;211;355
00-5-02-01-5008;1;0;3;17;1;10;1;12;45;97
00-5-02-01-5009;0;0;2;7;0;1;1;2;13;22
00-5-02-01-5010;8;8;25;95;6;20;11;33;206;423
00-5-02-02-5011;3;5;16;50;2;22;25;26;149;351
00-5-02-02-5012;6;10;21;39;3;31;18;30;158;352
00-5-02-02-5013;4;17;25;82;10;44;41;65;288;505
00-5-02-02-5014;8;15;26;103;12;45;37;58;304;505
00-5-02-02-5015;4;11;21;151;8;29;27;48;299;507
00-5-02-02-5016;2;4;2;21;2;7;2;14;54;72
00-5-02-02-5017;9;35;27;92;9;61;27;42;302;501
00-5-02-02-5018;7;14;28;77;19;46;55;63;309;468
00-5-02-02-5019;3;1;3;39;1;27;7;35;116;244
00-5-02-02-5020;8;6;20;93;10;34;37;55;263;398
00-5-02-02-5021;2;9;13;25;3;32;10;36;130;201
00-5-02-02-5022;5;16;15;62;7;23;14;26;168;312
00-5-02-03-5023;4;8;15;68;9;29;25;35;193;385
00-5-02-03-5024;4;13;14;56;4;34;31;31;187;385
00-5-02-03-5025;6;19;24;67;9;43;33;61;262;445
00-5-02-03-5026;12;29;22;60;7;34;24;48;236;446
00-5-02-03-5027;4;15;8;47;2;6;5;43;130;177
00-5-02-03-5028;6;11;18;125;3;17;38;17;235;359
00-5-02-03-5029;11;8;42;60;7;46;58;52;284;545
00-5-02-03-5030;7;13;20;55;4;17;18;35;169;262
00-5-02-03-5031;1;60;9;82;3;15;28;60;258;478
00-5-02-03-5032;3;8;8;31;2;22;15;19;108;169
00-5-02-03-5033;9;6;11;63;2;35;23;38;187;387
00-5-02-03-5034;7;25;14;57;7;32;19;30;191;333
00-5-02-03-5035;7;21;13;70;6;39;22;32;210;333
00-5-02-03-5036;5;4;19;32;2;22;5;44;133;264
00-5-02-03-5037;3;0;10;44;1;7;0;8;73;125
00-5-02-03-5038;10;21;45;83;2;25;16;44;246;344
00-5-02-03-5039;2;6;5;38;0;12;6;35;104;178
00-5-02-03-5040;0;0;11;12;0;13;3;9;48;88
00-5-02-04-5041;6;18;9;80;6;14;9;64;206;313
00-5-02-04-5042;1;21;12;75;5;37;18;30;199;346
00-5-02-04-5043;6;23;14;63;6;27;12;48;199;346
00-5-02-04-5044;3;10;19;95;9;20;46;57;259;374
00-5-02-04-5045;1;12;3;49;1;6;11;16;99;134
00-5-02-04-5046;5;14;14;67;2;16;19;36;173;285
00-5-02-04-5047;4;17;9;80;6;72;45;47;280;459
00-5-02-05-5048;18;11;12;41;5;43;19;24;173;383
00-5-02-05-5049;10;12;16;25;3;22;19;75;182;340
00-5-02-05-5050;3;28;18;49;16;17;37;38;206;483
00-5-02-05-5051;9;24;11;64;13;27;26;26;200;483
00-5-02-05-5052;7;31;17;48;9;27;25;29;193;483
00-5-02-05-5053;4;18;10;49;7;47;21;35;191;437
00-5-02-05-5054;2;1;6;14;0;10;6;12;51;97
00-5-02-05-5055;1;5;7;27;2;8;10;2;62;115
00-5-02-06-5056;10;10;24;89;24;62;31;35;285;600
00-5-02-06-5057;8;19;26;47;23;44;31;38;236;600
00-5-02-06-5058;13;14;21;76;23;48;32;41;268;600
00-5-02-06-5059;8;16;22;85;15;49;32;36;263;594
00-5-02-06-5060;8;12;24;54;28;71;26;36;259;594
00-5-02-06-5061;2;1;2;7;0;7;0;0;19;65
00-5-02-06-5062;5;8;15;39;23;22;11;27;150;264
00-5-02-06-5063;6;36;25;46;32;65;28;31;269;536
00-5-02-06-5064;4;9;7;33;8;17;8;37;123;200
00-5-02-07-5065;7;4;16;33;3;9;7;24;103;205
00-5-02-07-5066;5;9;16;48;2;13;14;32;139;263
00-5-02-07-5067;2;8;12;74;1;4;20;21;142;255
00-5-02-07-5068;3;6;9;52;2;11;14;45;142;202
00-5-02-07-5069;7;9;16;63;13;35;37;72;252;455
00-5-02-07-5070;6;7;18;97;13;23;34;70;268;455
00-5-02-07-5071;3;2;7;56;4;10;38;17;137;217
00-5-02-07-5072;1;0;3;7;2;10;0;14;37;62
00-5-02-07-5073;0;0;4;18;2;7;6;13;50;75
00-5-03-01-5074;2;15;30;69;19;39;61;60;295;609
00-5-03-01-5075;3;23;33;86;18;44;63;72;342;609
00-5-03-01-5076;6;22;18;73;28;43;89;58;337;609
00-5-03-01-5077;3;29;76;70;23;0;68;60;329;609
00-5-03-01-5078;10;19;33;69;21;42;73;50;317;609
00-5-03-01-5079;4;19;24;64;20;36;66;56;289;609
00-5-03-01-5080;6;27;25;81;21;41;55;63;319;609
00-5-03-01-5081;4;20;26;84;18;56;46;62;316;609
00-5-03-01-5082;5;11;27;83;27;37;72;69;331;609
00-5-03-01-5083;6;7;26;90;22;36;55;54;296;609
00-5-03-01-5084;3;29;25;85;19;36;83;65;345;609
00-5-03-01-5085;4;15;24;79;24;53;55;50;304;609
00-5-03-01-5086;8;18;20;75;20;50;37;56;284;609
00-5-03-01-5087;6;30;23;90;27;42;54;70;342;609
00-5-03-01-5088;6;35;40;62;15;51;56;74;339;609
00-5-03-01-5089;10;39;25;69;18;41;58;67;327;609
00-5-03-01-5090;9;29;32;82;22;32;47;73;326;609
00-5-03-01-5091;4;25;31;98;34;40;53;39;324;609
00-5-03-01-5092;1;17;31;73;23;40;61;62;308;609
00-5-03-01-5093;12;29;31;61;28;39;55;65;320;624
00-5-03-01-5094;3;27;16;78;21;26;47;47;265;485
00-5-03-01-5095;6;14;16;76;22;18;55;34;241;485
00-5-03-01-5096;8;31;23;62;11;19;64;52;270;486
00-5-03-01-5097;14;17;34;51;17;22;33;44;232;508
00-5-03-01-5098;5;25;30;52;15;34;47;64;272;508
00-5-03-01-5099;2;4;16;58;10;40;21;61;212;389
00-5-03-01-5100;3;12;9;53;13;44;25;38;197;390
00-5-03-01-5101;10;14;35;67;10;84;70;42;332;603
00-5-03-01-5102;4;12;29;38;9;34;21;32;179;456
00-5-03-01-5103;6;19;19;40;13;29;39;37;202;457
00-5-03-01-5104;2;0;1;4;0;10;2;1;20;38
00-5-03-01-5105;2;18;26;39;27;32;44;31;219;379
00-5-03-01-5106;4;18;25;53;13;17;49;37;216;380
00-5-03-01-5107;11;18;22;72;16;21;88;42;290;492
00-5-03-01-5108;1;0;2;2;1;0;2;0;8;14
00-5-03-01-5109;9;14;25;81;12;48;61;81;331;638
00-5-03-02-5110;7;3;6;120;9;29;20;24;218;395
00-5-03-02-5111;13;5;21;131;33;43;28;47;321;494
00-5-03-02-5112;4;5;23;95;27;52;22;38;266;494
00-5-03-03-5113;15;9;21;71;22;60;34;51;283;616
00-5-03-03-5114;8;8;24;79;20;49;32;40;260;616
00-5-03-03-5115;14;11;27;40;13;29;41;55;230;558
00-5-03-03-5116;9;11;22;54;7;17;30;41;191;558
00-5-03-03-5117;11;9;21;53;14;22;38;51;219;560
00-5-03-03-5118;14;10;14;31;4;40;48;63;224;447
00-5-03-03-5119;7;9;22;55;6;30;29;45;203;427
00-5-03-03-5120;1;18;9;35;7;54;32;18;174;361
00-5-03-03-5121;5;9;14;25;5;38;36;19;151;361
00-5-03-03-5122;17;6;23;48;3;38;5;47;187;378
00-5-03-03-5123;4;5;13;35;9;8;3;12;89;188
00-5-03-03-5124;4;0;12;4;0;9;9;17;55;91
00-5-03-03-5125;10;14;19;64;4;23;38;45;217;446
00-5-03-04-5126;7;6;6;96;10;26;13;81;245;540
00-5-03-04-5127;12;15;23;47;5;48;33;34;217;442
00-5-03-04-5128;13;15;17;66;6;38;29;50;234;443
00-5-03-04-5129;3;11;24;34;12;66;34;31;215;488
00-5-03-04-5130;6;11;18;36;17;43;42;26;199;488
00-5-03-04-5131;7;29;30;61;25;30;52;30;264;612
00-5-03-04-5132;11;6;13;39;7;31;56;39;202;420
00-5-03-04-5133;12;14;16;37;9;34;50;65;237;421
00-5-03-05-5134;15;24;29;75;5;36;46;50;280;567
00-5-03-05-5135;9;14;18;60;8;41;76;46;272;567
00-5-03-05-5136;14;17;22;59;11;54;70;52;299;567
00-5-03-05-5137;4;13;20;64;11;62;74;45;293;567
00-5-03-05-5138;10;21;30;69;11;44;48;44;277;567
00-5-03-05-5139;12;7;50;35;6;34;9;24;177;336
00-5-03-06-5140;13;9;24;46;10;54;19;28;203;448
00-5-03-06-5142;15;50;21;15;3;62;17;11;194;436
00-5-03-06-5143;8;2;9;57;1;3;5;15;100;151
00-5-03-06-5144;0;0;1;3;0;6;9;4;23;39
00-5-03-06-5145;2;1;0;5;0;3;1;2;14;48
00-5-03-07-5146;10;19;27;75;12;26;56;73;298;525
00-5-03-07-5147;8;20;29;73;12;28;58;60;288;525
00-5-03-07-5148;6;30;31;45;14;36;39;79;280;525
00-5-03-07-5149;4;20;28;49;5;40;49;74;269;525
00-5-03-07-5150;2;17;19;42;7;21;59;41;208;382
00-5-03-07-5151;3;6;28;43;8;29;9;30;156;373
00-5-03-07-5152;13;17;33;60;8;28;49;66;274;509
00-5-03-08-5153;13;10;15;73;18;25;59;23;236;480
00-5-03-08-5154;6;11;25;89;13;36;35;45;260;480
00-5-03-08-5155;6;10;20;84;19;29;30;36;234;481
00-5-03-08-5156;8;18;15;53;23;36;38;13;204;459
00-5-03-08-5157;4;12;19;63;18;25;32;14;187;459
00-5-03-09-5158;13;30;21;50;28;43;39;36;260;549
00-5-03-09-5159;5;23;22;58;27;42;37;29;243;549
00-5-03-09-5160;4;17;21;48;27;31;49;31;228;549
00-5-03-09-5161;13;20;22;83;19;18;45;32;252;549
00-5-03-09-5162;7;23;25;86;27;32;36;34;270;553
00-5-03-09-5163;10;7;23;55;16;30;41;31;213;418
00-5-03-09-5164;7;14;15;59;11;28;31;61;226;419
00-5-03-09-5165;14;5;29;87;21;25;35;33;249;578
00-5-03-09-5166;9;9;23;65;36;66;30;28;266;450
00-5-04-01-5167;8;18;18;94;13;39;48;44;282;608
00-5-04-01-5168;10;17;22;75;18;40;53;44;279;608
00-5-04-01-5169;5;15;21;84;13;46;43;35;262;608
00-5-04-01-5170;4;15;25;109;22;28;42;43;288;608
00-5-04-01-5171;2;16;36;95;18;37;41;36;281;608
00-5-04-01-5172;5;20;31;76;23;42;53;48;298;608
00-5-04-01-5173;4;14;14;78;11;45;59;72;297;608
00-5-04-01-5174;5;18;24;108;22;51;70;50;348;608
00-5-04-01-5175;5;27;25;66;26;43;38;40;270;611
00-5-04-01-5176;3;1;16;58;3;12;10;24;127;236
00-5-04-01-5177;1;6;22;13;4;33;5;12;96;181
00-5-04-01-5178;3;3;10;23;2;17;20;8;86;133
00-5-04-01-5179;6;8;26;44;6;53;18;26;187;335
00-5-04-01-5180;5;9;20;43;7;25;25;25;159;335
00-5-04-01-5181;8;12;25;66;11;50;25;34;231;637
00-5-04-01-5182;1;15;26;74;12;64;41;32;265;638
00-5-04-01-5183;8;0;17;45;0;11;16;2;99;227
00-5-04-01-5184;6;5;18;53;6;19;24;9;140;285
00-5-04-01-5185;7;2;37;31;1;27;11;14;130;311
00-5-04-02-5186;0;0;8;9;4;4;21;9;55;76
00-5-04-02-5187;7;18;37;86;25;58;105;19;355;598
00-5-04-02-5188;8;13;33;75;28;39;112;30;338;598
00-5-04-02-5189;8;22;42;61;22;44;98;28;325;599
00-5-04-02-5190;2;8;30;76;14;40;51;26;247;430
00-5-04-03-5191;5;16;28;64;37;50;90;12;302;528
00-5-04-03-5192;3;18;32;45;26;56;106;34;320;528
00-5-04-03-5193;4;23;30;55;41;42;87;21;303;528
00-5-04-03-5194;7;11;25;56;36;43;70;26;274;528
00-5-04-03-5195;3;21;45;54;43;44;102;24;336;528
00-5-04-03-5196;2;3;10;26;3;9;36;8;97;210
00-5-04-03-5197;1;0;8;26;1;7;10;4;57;117
00-5-04-04-5198;2;5;9;57;4;53;36;15;181;333
00-5-04-04-5199;2;6;8;60;4;47;53;25;205;333
00-5-04-04-5200;5;1;7;59;4;10;25;6;117;173
00-5-05-01-5201;3;11;20;95;23;36;45;74;307;574
00-5-05-01-5202;2;19;24;114;24;38;47;49;317;574
00-5-05-01-5203;6;11;23;99;16;46;40;64;305;574
00-5-05-01-5204;6;17;18;94;26;32;39;63;295;574
00-5-05-01-5205;5;8;23;69;24;36;32;49;246;574
00-5-05-01-5206;10;5;20;87;19;31;38;55;265;574
00-5-05-01-5207;3;17;26;100;11;37;31;73;298;574
00-5-05-01-5208;6;19;22;92;24;40;40;61;304;574
00-5-05-01-5209;5;12;24;108;18;34;34;45;280;579
00-5-05-01-5210;4;4;10;27;3;32;22;6;108;205
00-5-05-01-5211;11;3;17;30;3;76;12;21;173;334
00-5-05-01-5212;6;7;10;46;3;62;16;9;159;334
00-5-05-02-5213;3;10;16;63;20;34;35;39;220;452
00-5-05-02-5214;7;6;23;63;13;36;39;28;215;452
00-5-05-02-5215;2;11;16;77;16;31;23;26;202;453
00-5-05-02-5216;6;12;29;88;20;66;41;28;290;625
00-5-05-02-5217;8;5;35;115;16;69;49;33;330;626
00-5-05-02-5218;10;6;23;98;15;27;49;68;296;525
00-5-05-02-5219;2;8;31;104;16;22;48;65;296;525
00-5-05-03-5220;7;10;33;77;12;44;53;30;266;556
00-5-05-03-5221;8;14;30;61;13;60;50;35;271;556
00-5-05-03-5222;6;12;20;53;15;69;59;32;266;556
00-5-05-03-5223;7;9;23;55;15;59;49;29;246;556
00-5-05-03-5224;5;16;17;58;24;53;60;23;256;556
00-5-05-03-5225;7;17;22;70;17;52;52;34;271;556
00-5-05-03-5226;7;11;35;64;12;61;54;28;272;556
00-5-05-03-5227;6;12;15;81;5;42;21;46;228;474
00-5-05-03-5228;5;9;21;77;10;63;37;37;259;474
00-5-05-03-5229;7;11;22;93;6;111;33;56;339;623
00-5-05-03-5231;3;14;22;58;18;61;47;38;261;650
00-5-05-03-5232;6;7;23;66;32;53;41;41;269;650
00-5-05-03-5233;8;14;25;56;31;51;66;36;287;650
00-5-05-03-5234;4;14;20;74;30;57;54;29;282;651
00-5-05-03-5235;5;4;25;68;24;31;43;14;214;493
00-5-05-03-5236;5;1;7;28;1;12;8;6;68;193
00-5-05-03-5237;6;20;30;44;14;39;21;21;195;514
00-5-05-03-5238;7;3;19;69;12;28;25;35;198;469
00-5-05-03-5239;2;0;1;10;0;3;6;4;26;64
00-5-05-04-5240;7;11;14;69;9;82;29;44;265;559
00-5-05-04-5241;8;11;22;73;7;72;25;48;266;559
00-5-05-04-5242;10;7;28;69;13;64;38;38;267;559
00-5-05-04-5243;8;3;23;67;10;65;28;46;250;559
00-5-05-04-5244;7;13;34;66;6;71;28;40;265;559
00-5-05-04-5245;2;19;30;71;8;51;23;49;253;561
00-5-05-04-5246;2;5;27;107;7;59;32;52;291;603
00-5-05-04-5247;12;11;24;93;5;57;34;46;282;604
00-5-05-04-5248;9;5;17;74;9;56;24;66;260;434
00-5-05-04-5249;3;10;8;81;1;10;10;39;162;323
00-5-05-04-5250;14;12;17;95;13;126;32;42;351;570
00-5-05-04-5251;3;0;15;56;5;18;8;30;135;251
00-5-05-04-5252;4;5;19;36;5;40;15;30;154;332
00-5-06-01-5253;5;18;23;88;31;40;79;44;328;604
00-5-06-01-5254;5;16;21;84;19;58;48;43;294;604
00-5-06-01-5255;4;19;24;84;20;53;75;46;325;604
00-5-06-01-5256;5;22;17;71;14;52;61;36;278;604
00-5-06-01-5257;4;20;11;85;15;56;79;48;318;604
00-5-06-01-5258;12;19;15;105;19;33;80;29;312;604
00-5-06-01-5259;5;22;20;74;29;37;92;44;323;604
00-5-06-01-5260;9;26;26;88;21;49;53;55;327;604
00-5-06-01-5261;3;15;20;78;18;64;74;33;305;604
00-5-06-01-5262;9;23;17;84;28;49;64;41;315;604
00-5-06-01-5263;7;22;27;85;26;51;76;36;330;608
00-5-06-01-5264;4;2;16;88;5;82;14;24;235;491
00-5-06-01-5265;6;9;15;108;17;41;50;37;283;516
00-5-06-01-5266;2;1;10;20;1;10;7;7;58;116
00-5-06-01-5267;4;7;9;65;10;42;29;40;206;410
00-5-06-01-5268;7;14;29;92;19;62;65;38;326;597
00-5-06-01-5269;8;18;27;85;21;59;60;33;311;597
00-5-06-01-5270;3;12;18;87;21;58;64;33;296;597
00-5-06-01-5271;5;19;26;74;15;64;83;25;311;598
00-5-06-01-5272;11;24;21;75;21;58;73;45;328;602
00-5-06-01-5273;2;20;26;83;24;84;60;37;336;602
00-5-06-01-5274;2;26;25;73;27;58;76;51;338;602
00-5-06-01-5275;3;16;24;95;9;60;67;43;317;602
00-5-06-01-5276;3;17;23;85;19;62;63;38;310;602
00-5-06-01-5277;5;17;25;73;38;61;76;28;323;605
00-5-06-01-5278;0;0;3;6;0;1;3;2;15;25
00-5-06-01-5279;9;8;8;29;10;79;19;22;184;571
00-5-06-01-5280;9;4;10;38;5;84;28;23;201;571
00-5-06-01-5281;7;4;14;30;5;86;22;26;194;571
00-5-06-01-5282;7;5;17;48;8;87;19;18;209;573
00-5-06-02-5283;8;4;19;51;4;69;32;20;207;351
00-5-06-02-5284;2;6;16;133;6;26;61;19;269;403
00-5-06-03-5285;2;6;14;31;2;3;6;20;84;131
00-5-06-03-5286;10;8;26;69;12;41;39;19;224;417
00-5-06-03-5287;12;12;23;73;4;40;33;23;220;418
00-5-06-03-5288;8;4;12;64;3;26;25;30;172;351
00-5-06-03-5289;4;4;4;5;0;4;16;15;52;97
00-5-06-04-5290;4;4;55;66;1;45;19;18;212;434
00-5-06-04-5291;3;3;51;61;3;48;16;21;206;434
00-5-06-04-5292;4;8;39;65;6;49;23;22;216;434
00-5-06-05-5293;8;4;11;99;1;38;21;36;218;372
00-5-06-05-5294;5;8;4;52;3;2;11;18;103;147
00-5-07-01-5295;5;9;20;76;19;72;107;33;341;568
00-5-07-01-5296;10;14;32;81;22;58;79;34;330;568
00-5-07-01-5297;4;14;15;84;22;54;83;32;308;568
00-5-07-01-5298;4;18;24;81;34;66;68;30;325;568
00-5-07-01-5299;4;17;25;71;18;59;87;30;311;568
00-5-07-01-5300;2;17;17;84;25;53;91;31;320;568
00-5-07-01-5301;3;13;20;108;23;66;81;21;335;568
00-5-07-01-5302;6;23;33;69;26;60;83;19;319;568
00-5-07-01-5303;5;23;31;70;20;62;97;35;343;575
00-5-07-01-5304;3;8;13;41;3;6;13;6;93;195
00-5-07-01-5305;8;4;15;67;3;84;18;34;233;452
00-5-07-01-5306;6;4;12;53;5;103;11;16;210;452
00-5-07-01-5307;8;6;24;76;13;131;47;24;329;606
00-5-07-01-5308;10;8;18;62;15;140;38;23;314;606
00-5-07-01-5309;0;5;7;26;5;14;21;3;81;149
00-5-07-01-5310;0;1;0;5;0;3;9;4;22;50
00-5-07-01-5311;0;0;0;4;0;2;0;6;12;19
00-5-07-02-5312;6;11;17;66;5;28;31;17;181;338
00-5-07-02-5313;0;11;13;19;5;0;9;13;70;111
00-5-07-02-5314;2;2;8;34;15;19;20;20;120;187
00-5-07-02-5315;1;6;9;26;7;15;28;18;110;214
00-5-07-02-5316;8;0;13;78;16;55;51;17;238;390
00-5-07-02-5317;1;17;5;70;9;18;69;19;208;315
00-5-07-02-5318;1;3;11;21;6;18;52;8;120;172
00-5-07-03-5319;6;10;12;71;22;69;39;58;287;531
00-5-07-03-5320;10;5;15;73;11;41;37;25;217;428
00-5-07-03-5321;0;2;0;8;0;0;9;0;19;43
00-5-07-03-5322;6;10;17;68;13;72;88;39;313;492
00-5-07-04-5323;4;9;20;79;11;44;44;35;246;448
00-5-07-04-5324;9;6;16;65;6;44;42;45;233;448
00-5-07-04-5325;6;18;11;82;5;47;42;43;254;450
00-5-07-04-5326;6;10;8;62;8;25;28;42;189;364
00-5-07-04-5327;2;8;11;69;11;12;29;68;210;364
00-5-07-04-5328;9;1;10;65;6;65;20;30;206;335
00-5-07-04-5329;2;7;11;60;10;46;27;13;176;308
00-5-07-04-5330;2;0;1;17;1;15;2;4;42;104
00-5-07-04-5331;3;1;7;13;5;14;6;5;54;150
00-5-07-04-5332;1;3;13;55;6;50;8;13;149;212
00-5-07-04-5333;2;7;14;44;28;44;33;20;192;324
00-5-08-01-5334;4;41;21;97;34;36;92;53;378;606
00-5-08-01-5335;6;26;30;89;21;56;103;38;369;606
00-5-08-01-5336;3;33;24;95;31;32;115;49;382;606
00-5-08-01-5337;4;27;34;82;44;50;97;36;374;606
00-5-08-01-5338;4;49;19;101;30;51;83;48;385;606
00-5-08-01-5339;4;25;29;109;25;33;96;53;374;606
00-5-08-01-5340;10;36;33;98;27;34;87;40;365;606
00-5-08-01-5341;7;42;24;100;22;48;115;36;394;606
00-5-08-01-5342;2;39;19;120;22;37;92;25;356;606
00-5-08-01-5343;6;42;18;109;39;37;102;43;396;606
00-5-08-01-5344;0;25;24;126;17;39;107;57;395;606
00-5-08-01-5345;4;32;31;97;31;52;95;45;387;616
00-5-08-01-5346;0;0;4;4;1;10;17;7;43;68
00-5-08-01-5347;1;7;8;58;13;30;62;12;191;298
00-5-08-02-5348;7;14;23;151;14;52;63;59;383;628
00-5-08-02-5349;4;1;4;42;3;17;17;9;97;151
00-5-08-02-5350;2;7;6;48;5;11;19;46;144;235
00-5-08-03-5351;3;18;15;61;9;44;104;26;280;409
00-5-08-03-5352;2;21;15;69;12;39;85;18;261;409
00-5-08-03-5353;9;19;19;70;15;52;71;15;270;409
00-5-08-03-5354;1;0;3;3;0;8;3;4;22;59
00-5-08-03-5355;1;11;4;29;1;5;12;29;92;110
00-5-08-04-5356;5;19;14;98;13;45;56;23;273;463
00-5-08-04-5357;5;29;19;95;14;33;54;30;279;464
00-5-08-04-5358;5;12;12;161;6;41;31;36;304;490
00-5-08-04-5359;0;1;1;4;0;0;9;0;15;22
00-5-08-05-5360;2;9;7;86;7;11;56;32;210;352
00-5-08-05-5361;0;3;5;24;3;6;21;8;70;100
00-5-08-05-5362;0;4;2;27;3;13;63;43;155;214
00-5-08-06-5363;0;0;1;6;0;8;20;3;38;104
00-5-08-06-5364;7;13;29;210;19;40;38;41;397;619
00-5-08-06-5365;3;5;15;80;8;35;57;8;211;323
00-5-08-07-5366;11;13;26;91;11;40;49;47;288;545
00-5-08-07-5367;3;20;26;104;20;33;64;56;326;545
00-5-08-07-5368;7;16;21;145;10;33;68;39;339;547
00-5-08-07-5369;0;0;5;12;0;1;8;2;28;63
00-5-08-08-5370;3;7;7;25;7;31;45;39;164;227
00-5-08-08-5371;13;16;17;104;11;64;90;62;377;623
00-5-08-08-5372;0;4;2;31;5;14;42;11;109;158
00-5-09-01-5373;8;24;34;98;31;39;50;51;335;493
00-5-09-01-5374;5;35;30;115;8;25;52;49;319;493
00-5-09-01-5375;5;36;26;109;10;33;55;54;328;493
00-5-09-01-5376;5;28;30;100;15;36;58;48;320;496
00-5-09-01-5377;0;0;2;6;0;0;0;3;11;16
00-5-09-02-5378;2;26;30;116;10;32;53;61;330;498
00-5-09-02-5379;9;18;24;86;22;31;50;53;293;498
00-5-09-02-5380;2;1;8;17;1;14;7;15;65;94
00-5-09-02-5381;6;7;20;66;10;110;14;20;253;414
00-5-09-03-5382;4;11;8;47;6;5;13;29;123;205
00-5-09-03-5383;8;16;8;69;2;9;10;15;137;200
00-5-09-03-5384;5;6;9;44;4;3;2;17;90;168
00-5-09-03-5385;3;2;10;44;1;4;5;26;95;163
00-5-09-03-5386;2;1;4;20;2;4;17;21;71;159
00-5-09-04-5387;9;28;35;90;8;77;23;106;376;573
00-5-09-04-5388;8;33;31;104;5;57;41;95;374;573
00-5-09-04-5389;5;5;12;70;2;56;18;82;250;448
00-5-09-05-5390;1;7;2;35;3;1;4;17;70;107
00-5-09-05-5391;1;5;8;60;1;3;5;10;93;139
00-5-09-05-5392;4;9;22;102;3;26;29;43;238;344
00-5-09-05-5393;3;4;6;46;2;6;3;20;90;146
00-5-09-06-5394;5;2;20;59;1;46;8;8;149;256
00-5-09-06-5395;6;2;14;29;1;14;28;19;113;166
00-5-09-06-5396;1;10;7;55;2;8;24;26;133;238
00-5-09-06-5397;11;8;36;140;1;37;16;54;303;509
00-5-09-06-5398;6;2;18;65;3;16;7;32;149;283
00-5-09-06-5399;1;3;5;30;0;11;4;11;65;127
00-5-09-06-5400;4;1;4;38;0;20;4;23;94;170
00-5-09-06-5401;12;17;23;30;2;30;13;10;137;209
00-5-09-06-5402;3;7;7;29;1;52;6;11;116;209
00-5-10-01-5403;2;14;9;89;17;50;30;43;254;634
00-5-10-01-5404;10;13;17;79;20;49;40;53;281;634
00-5-10-01-5405;5;11;15;82;14;54;36;37;254;634
00-5-10-01-5406;4;18;12;101;20;35;43;52;285;634
00-5-10-01-5407;6;21;16;80;22;53;36;35;269;634
00-5-10-01-5408;3;10;15;100;19;45;35;64;291;634
00-5-10-01-5409;5;16;13;52;20;44;39;47;236;634
00-5-10-01-5410;3;11;15;88;21;54;63;29;284;634
00-5-10-01-5411;6;19;16;66;28;81;32;52;300;642
00-5-10-01-5412;3;4;10;69;3;26;37;15;167;370
00-5-10-01-5413;2;0;12;47;6;37;12;23;139;371
